id,name,relationship,relative,relativename
Q110655841,Assitan Diallo,spouse,Q6891137,Mohamed Djila
Q16267917,Diallo Madeleine Bâ,spouse,Q100250567,Ousmane Mohamed Diallo
Q2066240,Mandé Sidibé,sibling,Q445841,Modibo Sidibé
Q2066240,Mandé Sidibé,sibling,Q85983913,Sy Oumou Louise Sidibé
Q313239,Alpha Oumar Konaré,spouse,Q2824061,Adame Ba Konaré
Q324108,Ibrahim Boubacar Keïta,spouse,Q62112291,Keïta Aminata Maiga
Q3530016,Tiéman Hubert Coulibaly,father,Q80259480,Moussa Balla Coulibaly
Q445841,Modibo Sidibé,sibling,Q2066240,Mandé Sidibé
Q445841,Modibo Sidibé,sibling,Q85983913,Sy Oumou Louise Sidibé
