item,itemLabel,position,positionLabel,startDate,endDate,source,psid
Q100152366,Sadio Camara,Q98915482,Ministre de la Défense et Anciens combattants,2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q100152366-A75C380C-12BE-4CF8-9647-60D89479CBDB
Q106580823,Alfousseyni Sanou,Q98914328,Ministre de l'Économie et des Finances,2020-10-05,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q106580823-4397768f-46b8-4bac-2ba9-9ca8f80d7d30
Q107710432,Diéminatou Sangaré,Q98915776,Ministre de la Santé et du Développement social,2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q107710432-6f31424a-42fb-234c-e5dc-80b93813f4b9
Q107710573,Sidibé Dedeou Ousmane,Q113669470,Ministre de l'Éducation nationale,2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q107710573-EE1DCA94-6F5E-4639-8CC7-5EC9211917DE
Q113577661,Abdoulaye Maïga,Q113669399,Ministre de l'Administration territoriale et de la Décentralisation,2021-06,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q113577661-57e4efaf-4aae-c732-fa52-787078e5a0be
Q113669743,Mamadou Kassogué,Q113669387,Ministre de la Justice,2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q113669743-774154ca-42b9-b6dc-223a-2b1a8a17f61a
Q114674175,Amadou Keïta,Q114674107,Ministre de l'Enseignement supérieur et de la Recherche scientifique,2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674175-6A3188E3-12FD-46E7-96E4-55036F633ED1
Q114674176,Andogoly Guindo,Q114674120,"Ministre de la Culture, de l'Artisanat et du Tourisme",2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674176-E9C46A52-A60C-46E7-837F-FE9072305695
Q114674177,Bakary Doumbia,Q114674111,"Ministre de l'Entreprenariat national, de l'Emploi et de la Formation professionnelle",2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674177-01A6F8A5-3657-4CA2-A554-BCC0BE100F9C
Q114674178,Bréhima Kamena,Q114674117,Ministre de l'Urbanisme et de l'Habitat,2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674178-1D7E7CA0-9FDD-4580-B98F-152A4CF20AE4
Q114674179,Daouda Aly Mohammedine,Q64029451,Ministre de la Sécurité et de la Protection civile,2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674179-5B6F08E8-EC3E-4D30-918D-36D3B99488F1
Q114674180,Dembéle Madina Sissoko,Q114674148,Ministre des Transports et des Infrastructures,2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674180-A69CEDC0-0E17-44B4-AF8B-7848328728CA
Q114674181,Diawara Aoua Paul Diallo,Q114674151,Ministre du Travail et de la Fonction publique et du dialogue social,2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674181-47C69C2D-C037-4C84-9E1E-B1EBFCF72D91
Q114674182,Fatoumata Sékou Dicko,Q114674154,"Ministre délégué auprès du Premier ministre, chargé des Réformes politique et institutionnelles",2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674182-6DDAC9EC-F0F2-4EFD-B317-2EB07464F293
Q114674183,Hamdou Ag Ilène,Q114674125,Ministre de la Population du Mali à l'étranger et de l'Intégration africaine,2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674183-8B440CC4-F6AF-41AF-8E24-6C9A98EFCADB
Q114674184,Harouna Mamadou Toureh,Q113669477,Ministre de la Communication et de l'Économie numérique,2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674184-BF7A8960-A903-439D-A29D-1740F702A78F
Q114674185,Ibrahim Ikassa Maïga,Q114674140,Ministre de la Refondation des institutions,2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674185-36DD76AF-187D-423D-8252-9E2566E64737
Q114674186,Lamine Seydou Traoré,Q114674147,"Ministre des Mines, de l'Énergie et de l'Eau",2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674186-342513D1-9B82-4120-AD89-247A38B9C5CE
Q114674187,Mahamadou Koné,Q114674143,Ministre des Affaires religieuses et du Culte,2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674187-0610239F-BFD0-4B84-8AF2-B888057B7690
Q114674188,Mahmoud Ould Mohamed,Q114674116,"Ministre de l'Industrie, du Commerce et de la Promotion des investissements",2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674188-891A665D-642D-4C98-A5FE-67C493613F87
Q114674189,Modibo Koné,Q114674113,"Ministre de l'Environnement, de l'Assainissement et du Développement durable",2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674189-FE2C85F8-7328-482F-9D2A-68CF0FFE1AAF
Q114674190,Moussa Ag Attaher,Q114674122,Ministre de la Jeunesse et des Sports,2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674190-EEAA4F69-E41F-4429-AF37-BFB4B872D4D0
Q114674191,Oumarou Diarra,Q114674155,"Ministre délégué auprès du ministre de la Santé et du Développement social, chargé de l'Action humanitaire, de la Solidarité, des Réfugiés et des Déplacés",2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674191-D79FF056-F126-4A81-9CF2-AA5A9817C16C
Q114674192,Wadidié Founè Coulibaly,Q114674127,"Ministre de la Promotion de la femme, de l'Enfant et de la Famille",2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674192-BA865467-8853-4636-B423-03FEA7A40C40
Q114674193,Youba Ba,Q114674158,"Ministre délégué auprès du ministre du Développement rural, chargé de l'Élevage et de la Pèche",2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674193-25C64313-45E2-496C-9889-7E1222719FEE
Q114674242,Modibo Keïta,Q114674150,Ministre du Développement rural,2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q114674242-C9233EF1-7793-4E31-B6CF-5C36533EDE12
Q2821367,Abdoulaye Diop,Q2101065,Ministre des Affaires étrangères et de la Coopération internationale,2021-06-11,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q2821367-FA15CAA9-0539-4678-9CC2-762C0173DD57
Q2964323,Choguel Kokalla Maïga,Q30100640,Premier ministre,2021-06-07,2022-08-21,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q2964323-b7126219-42d8-8faa-551b-a959b12f8b53
Q98491629,Ismaël Wagué,Q114674142,Ministre de la Réconciliation nationale,2020-10-05,,https://fr.wikipedia.org/wiki/Gouvernement_Choguel_Kokalla_Ma%C3%AFga,Q98491629-bfebfa47-47e6-8327-6365-2335b8d33944
